Vehicle Identification Number,City,State,Postal Code,Legislative District,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range
1G1FZ6S05N,Sammamish,WA,98029,5,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0CKXM,Sammamish,WA,98075,41,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
YV4BR0CKXK,Sammamish,WA,98074,45,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
KM8KRDAF8N,Sammamish,WA,98075,41,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C06N,Sammamish,WA,98074,45,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1N4AZ1CP8L,Sammamish,WA,98074,45,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149
1V2GNPE85P,Sammamish,WA,98074,45,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CP4L,Sammamish,WA,98075,41,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149
KM8KRDAF9P,Sammamish,WA,98074,45,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4BZ1BV9M,Sammamish,WA,98029,5,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC4DLC0N,Sammamish,WA,98075,41,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C04N,Sammamish,WA,98074,45,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
YV4ED3GL2P,Sammamish,WA,98074,45,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CV2N,Sammamish,WA,98075,41,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1BV0P,Sammamish,WA,98075,41,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8JFDA26N,Sammamish,WA,98075,41,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
5UXTA6C06P,Sammamish,WA,98074,45,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1V2CMPE85P,Sammamish,WA,98074,45,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C0XP,Sammamish,WA,98075,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
KNAGV4LD2L,Sammamish,WA,98029,5,2020,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28
KM8KNDAF7P,Sammamish,WA,98074,45,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY73AW01P,Sammamish,WA,98029,5,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C0XM,Sammamish,WA,98075,41,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
KNDRMDLH9P,Sammamish,WA,98074,45,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
5UXTA6C09P,Sammamish,WA,98074,45,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1G1FZ6S09L,Sammamish,WA,98075,41,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259
KNDCR3L15P,Sammamish,WA,98074,45,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCC3LG9N,Sammamish,WA,98074,45,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1BV7N,Sammamish,WA,98074,45,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGUNPE22N,Sammamish,WA,98074,45,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY73AW07P,Sammamish,WA,98075,41,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC3DLCXN,Sammamish,WA,98074,45,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4BZ1CP4K,Sammamish,WA,98075,41,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
1N4AZ1CV4M,Sammamish,WA,98075,41,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C00N,Sammamish,WA,98075,41,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WB523CF00N,Sammamish,WA,98029,5,2022,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC3DLC9N,Sammamish,WA,98074,45,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4H60CV2P,Sammamish,WA,98074,45,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
WVWPR7AU5K,Sammamish,WA,98074,45,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125
WBY33AW0XP,Sammamish,WA,98075,41,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SU2N,Sammamish,WA,98074,45,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SS1N,Sammamish,WA,98029,5,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0CM5N,Sammamish,WA,98075,41,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
5UXTA6C07N,Sammamish,WA,98075,41,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1N4BZ1CP2K,Sammamish,WA,98029,5,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
3FMTK1SS2P,Sammamish,WA,98074,45,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8KRDAF2N,Sammamish,WA,98029,5,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGTMPE26N,Sammamish,WA,98075,41,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3GB5N,Sammamish,WA,98075,41,2022,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4BZ1CP5K,Sammamish,WA,98074,45,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
5UXTA6C09P,Sammamish,WA,98075,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WVGUNPE2XN,Sammamish,WA,98074,45,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBAJA9C55K,Sammamish,WA,98075,41,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16
YV4H60CL5N,Sammamish,WA,98075,41,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
YV4ED3GB3N,Sammamish,WA,98074,45,2022,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WB523CF07P,Sammamish,WA,98075,41,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3UB6N,Sammamish,WA,98075,41,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8KRDAF6P,Sammamish,WA,98074,45,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDPZDAH2P,Sammamish,WA,98074,45,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34
3FMTK3SS1M,Sammamish,WA,98075,41,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY43AW07P,Sammamish,WA,98075,41,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGUNPE2XM,Sammamish,WA,98074,45,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WB523CF0XP,Sammamish,WA,98074,45,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CP8K,Sammamish,WA,98074,45,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
3FMTK3SS7M,Sammamish,WA,98075,41,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FZ6S02N,Sammamish,WA,98074,45,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK1SS4P,Sammamish,WA,98074,45,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FZ6S09P,Sammamish,WA,98074,45,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0CKXM,Sammamish,WA,98075,41,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
WVGDMPE24M,Sammamish,WA,98029,5,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK4SE3P,Sammamish,WA,98074,45,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC3DLC5P,Sammamish,WA,98074,45,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SU8M,Sammamish,WA,98074,45,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C08N,Sammamish,WA,98075,41,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
KM8S7DA26N,Sammamish,WA,98075,41,2022,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31
YV4ED3GB2N,Sammamish,WA,98074,45,2022,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGJNPE27N,Sammamish,WA,98074,45,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FW6S08L,Sammamish,WA,98074,45,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259
1FTVW1EV5P,Sammamish,WA,98075,41,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SU5M,Sammamish,WA,98074,45,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8S6DA28N,Sammamish,WA,98074,45,2022,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31
WBY33AW08P,Sammamish,WA,98074,45,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCS3LF9P,Sammamish,WA,98029,5,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
1G1FZ6S09K,Sammamish,WA,98074,45,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238
YV4ED3UK4P,Sammamish,WA,98074,45,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1V2GNPE8XP,Sammamish,WA,98075,41,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY43AW05P,Sammamish,WA,98075,41,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY33AW06P,Sammamish,WA,98074,45,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBAJB1C5XK,Sammamish,WA,98074,45,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15
1N4BZ1DV7M,Sammamish,WA,98074,45,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FY6S07L,Sammamish,WA,98074,45,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259
5UXTA6C05P,Sammamish,WA,98074,45,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
YV4ED3GM2P,Sammamish,WA,98074,45,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGGNPE21N,Sammamish,WA,98029,5,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SU0P,Sammamish,WA,98074,45,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C0XP,Sammamish,WA,98074,45,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WVWKR7AU9K,Sammamish,WA,98075,41,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125
1N4AZ1BV5N,Sammamish,WA,98074,45,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FW6S06N,Sammamish,WA,98074,45,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK4SX2P,Sammamish,WA,98074,45,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C06N,Sammamish,WA,98074,45,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
YV4ED3UB6N,Sammamish,WA,98075,41,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1V2DNPE83P,Sammamish,WA,98029,5,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC3DLC4P,Sammamish,WA,98074,45,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KMHM54AC2P,Sammamish,WA,98075,41,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CV1M,Sammamish,WA,98074,45,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4H60DL7N,Sammamish,WA,98074,45,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
1G1FY6S03L,Sammamish,WA,98074,45,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259
5UXTS1C04M,Sammamish,WA,98029,5,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
1V2VMPE87P,Sammamish,WA,98074,45,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY33AW05P,Sammamish,WA,98074,45,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FW6S01N,Sammamish,WA,98029,5,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1CV9M,Sammamish,WA,98074,45,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FZ6S03M,Sammamish,WA,98029,5,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGJNPE2XM,Sammamish,WA,98074,45,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0CK1M,Sammamish,WA,98074,45,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
LYVBR0DMXK,Sammamish,WA,98075,41,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
1N4BZ1CP3K,Sammamish,WA,98074,45,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
1N4BZ1BVXN,Sammamish,WA,98074,45,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8KNDAFXP,Sammamish,WA,98075,41,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTS1C06M,Sammamish,WA,98074,45,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
1N4BZ1CP1K,Sammamish,WA,98074,45,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
KNDCC3LG7K,Sammamish,WA,98074,45,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239
YV4H60CA7P,Sammamish,WA,98075,41,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
KM8KRDAF6P,Sammamish,WA,98075,41,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR00L5N,Sammamish,WA,98075,41,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
YV4ED3GMXP,Sammamish,WA,98075,41,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8KN4AE4N,Sammamish,WA,98075,41,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C00N,Sammamish,WA,98029,5,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
5UXTA6C09N,Sammamish,WA,98075,41,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1G1FZ6S03N,Sammamish,WA,98074,45,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK2SU1P,Sammamish,WA,98074,45,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCR3L13P,Sammamish,WA,98074,45,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8K33AG2N,Sammamish,WA,98074,45,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FZ6S01K,Sammamish,WA,98075,41,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238
WB523CF02P,Sammamish,WA,98074,41,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGTMPE26N,Sammamish,WA,98075,41,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK4SE2M,Sammamish,WA,98074,45,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4BZ1BV9M,Sammamish,WA,98074,45,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4BZ1CP8K,Sammamish,WA,98074,45,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150
WBY8P4C55K,Sammamish,WA,98075,41,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126
5UXTA6C04P,Sammamish,WA,98075,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
5UXTA6C09N,Sammamish,WA,98074,45,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1G1FX6S04N,Sammamish,WA,98075,41,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C07P,Sammamish,WA,98074,45,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
3FMTK4SX5N,Sammamish,WA,98074,45,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVWKR7AU4K,Sammamish,WA,98075,41,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125
3FMTK2SU5P,Sammamish,WA,98075,41,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK2SU2N,Sammamish,WA,98075,41,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTA6C07P,Sammamish,WA,98075,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
JN1AF0BAXP,Sammamish,WA,98074,45,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4BZ1DV0M,Sammamish,WA,98074,45,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGGNPE27N,Sammamish,WA,98075,41,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1FY6S05N,Sammamish,WA,98029,5,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4H60CL9N,Sammamish,WA,98075,41,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
KM8KRDAF2P,Sammamish,WA,98074,45,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0CK4N,Sammamish,WA,98029,5,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
1FTVW1EVXP,Sammamish,WA,98074,45,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
7JRH60FLXP,Sammamish,WA,98075,41,2023,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41
WBY8P4C54K,Sammamish,WA,98029,5,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126
5UXTA6C0XN,Sammamish,WA,98074,45,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WBY73AW01N,Sammamish,WA,98029,5,2022,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4BZ1CV0M,Sammamish,WA,98074,45,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3UB2N,Sammamish,WA,98075,41,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3SUXM,Sammamish,WA,98075,41,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KMHC85LJ8L,Sammamish,WA,98075,41,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170
5UXTA6C08N,Sammamish,WA,98029,5,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WBY8P6C56K,Sammamish,WA,98075,41,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153
3FMTK2SUXN,Sammamish,WA,98074,45,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCE3LG9L,Sammamish,WA,98053,45,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239
5UXTS1C01M,Sammamish,WA,98075,41,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
3MW39FS0XP,Sammamish,WA,98075,41,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20
5UXTA6C04P,Sammamish,WA,98074,41,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
1V2FMPE84P,Sammamish,WA,98074,45,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5UXTS1C09L,Sammamish,WA,98074,45,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
1FT6W1EV5P,Sammamish,WA,98075,41,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1BV9P,Sammamish,WA,98074,45,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3UR1M,Sammamish,WA,98074,45,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
